#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	3891829	3892857	-	chuS	1-1029/1029	===============	0/0	100.00	98.93	vfdb	WP_001017192	(chuS) heme oxygenase ChuS [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	3892906	3894888	-	chuA	1-1983/1983	===============	0/0	100.00	99.60	vfdb	WP_000089583	(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	3895572	3896486	+	chuT	1-915/915	===============	0/0	100.00	99.45	vfdb	WP_001312167	(chuT) periplasmic heme-binding protein ChuT [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	3896506	3897843	+	chuW	1-1338/1338	===============	0/0	100.00	99.18	vfdb	WP_001095619	(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	3897856	3898350	+	chuX	1-495/495	===============	0/0	100.00	99.60	vfdb	WP_000020034	(chuX) putative heme-binding protein ChuX [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	3898350	3898973	+	chuY	1-624/624	===============	0/0	100.00	97.76	vfdb	WP_000189356	(chuY) ChuY [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	3899022	3900014	+	chuU	1-993/993	===============	0/0	100.00	99.40	vfdb	WP_000910402	(chuU) heme permease protein ChuU [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	3900011	3900781	+	chuV	1-771/771	===============	0/0	100.00	99.61	vfdb	WP_000622316	(chuV) ATP-binding hydrophilic protein ChuV [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4103281	4103891	-	espF	1-614/747	========/====..	1/3	81.79	91.37	vfdb	WP_000931693	(espF) Type III secretion system effector EspF [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4103976	4104254	-	escG	1-279/279	===============	0/0	100.00	100.00	vfdb	WP_000245814	(escG) chaperone for EscF [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4104260	4104481	-	escF	1-222/222	===============	0/0	100.00	100.00	vfdb	WP_001053840	(escF) Type III secretion system needle filament protein EscF [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4104518	4104925	-	cesD2	1-408/408	===============	0/0	100.00	100.00	vfdb	WP_000228584	(cesD2) chaperone for EspD [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4104932	4105897	-	espB	1-966/966	===============	0/0	100.00	100.00	vfdb	WP_001091991	(espB) Type III secretion system translocator protein EspB pore protein [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4105918	4107060	-	espD	1-1143/1143	===============	0/0	100.00	100.00	vfdb	WP_000935757	(espD) Type III secretion system translocator protein EspD pore protein [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4107073	4107651	-	espA	1-579/579	===============	0/0	100.00	100.00	vfdb	WP_000381567	(espA) Type III secretion system translocator protein EspA [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4107708	4108763	-	sepL	1-1056/1056	===============	0/0	100.00	100.00	vfdb	WP_001273446	(sepL) Type III secretion system secretion gatekeeper SepL [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4108906	4110126	+	escD	1-1221/1221	===============	0/0	100.00	100.00	vfdb	WP_000953248	(escD) Type III secretion system outer MS ring protein EscD [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4110343	4113162	-	eae	1-2820/2820	===============	0/0	100.00	99.97	vfdb	AAC38392	(eae) intimin [Intimin (VF0177) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4113222	4113692	-	cesT	1-471/471	===============	0/0	100.00	100.00	vfdb	WP_000098791	(cesT) multieffector chaperone [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4116695	4117057	+	cesF	1-363/363	===============	0/0	100.00	100.00	vfdb	WP_001005220	(cesF) CesF chaperone for EspF [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4117796	4118713	-	sepQ/escQ	1-918/918	===============	0/0	100.00	100.00	vfdb	WP_000803678	(sepQ/escQ) Type III secetion system C ring protein EscQ [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4118676	4119092	-	escP	1-417/417	===============	0/0	100.00	100.00	vfdb	WP_012579021	(escP) Type III secretion system needle length regulator EscP [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4119085	4119405	-	escO	1-321/321	===============	0/0	100.00	100.00	vfdb	WP_001062956	(escO) positive regulator EscO [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4119465	4120805	-	escN	1-1341/1341	===============	0/0	100.00	100.00	vfdb	WP_000622543	(escN) ATPase EscN [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4120789	4122816	-	escV	1-2028/2028	===============	0/0	100.00	100.00	vfdb	WP_001037821	(escV) Type III secretion system major export apparatus protein [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4122813	4123166	-	cesL	1-354/354	===============	0/0	100.00	100.00	vfdb	WP_001050992	(cesL) chaperone for SepL [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4123728	4124105	+	escI	1-378/378	===============	0/0	100.00	100.00	vfdb	WP_001059798	(escI) Type III secretion system inner rod component EscI [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4124108	4124680	+	escJ	1-573/573	===============	0/0	100.00	100.00	vfdb	WP_000716189	(escJ) Type III secretion system inner MS ring protein EscJ [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4124686	4125141	+	sepD	1-456/456	===============	0/0	100.00	100.00	vfdb	WP_001063678	(sepD) Type III secretion system secretion switch protein SepD [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4125141	4126679	+	escC	1-1539/1539	===============	0/0	100.00	100.00	vfdb	WP_000723931	(escC) Type III secretion system secretin EscC [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4126693	4127148	+	cesD	1-456/456	===============	0/0	100.00	100.00	vfdb	WP_000087467	(cesD) chaperone for EspB and EspD [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4127532	4127945	-	glrA	1-414/414	===============	0/0	100.00	100.00	vfdb	WP_000444178	(glrA) type III secretion system LEE transcriptional regulator GrlA [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4128001	4128372	-	glrR	1-372/372	===============	0/0	100.00	100.00	vfdb	WP_000605364	(glrR) type III secretion system LEE GrlA-binding negative regulator GrlR [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4128568	4129026	+	etgA	1-459/459	===============	0/0	100.00	100.00	vfdb	WP_000720637	(etgA) T3SS-associated peptidoglycan lytic enzyme  [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4129023	4130060	-	escU	1-1038/1038	===============	0/0	100.00	100.00	vfdb	WP_001291693	(escU) Type III secretion system export apparatus switch protein EscU [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4130053	4130829	-	escT	1-777/777	===============	0/0	100.00	100.00	vfdb	WP_001002835	(escT) Type III secretion system minor export apparatus protein EscT [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4130829	4131098	-	escS	1-270/270	===============	0/0	100.00	100.00	vfdb	WP_000379425	(escS) Type III secretion systemminor export apparatus protein EscS [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4131098	4131751	-	escR	1-654/654	===============	0/0	100.00	100.00	vfdb	WP_001299599	(escR) Type III secretion systemminor export apparatus protein EscR [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4131756	4132409	-	escL	1-654/654	===============	0/0	100.00	100.00	vfdb	WP_000780672	(escL) negative regulator EscL stator protein [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4132396	4132995	-	escK	1-600/600	===============	0/0	100.00	100.00	vfdb	WP_000151816	(escK) type III secretion system sorting platform component [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4132992	4133306	-	cesAB	1-315/315	===============	0/0	100.00	100.00	vfdb	WP_001301632	(cesAB) chaperone for EspA and EspB [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4133319	4133537	-	escE	1-219/219	===============	0/0	100.00	100.00	vfdb	WP_000628731	(escE) chaperone for EscF [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4133552	4133941	-	AAC38364	1-390/390	===============	0/0	100.00	100.00	vfdb	AAC38364	(AAC38364) Orf1 [Ler (VF0189) - Regulation (VFC0301)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4135244	4136389	+	espG	1-1146/1146	===============	0/0	100.00	98.43	vfdb	WP_001301460	(espG) Type III secretion system effector EspG GTPase activating protein [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4136517	4137335	+	rorf1	1-819/819	===============	0/0	100.00	99.02	vfdb	WP_000823897	(rorf1) SdiA-regulated domain-containing protein [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4280258	4281686	-	aslA	1-1428/1428	========/======	1/1	100.00	98.46	vfdb	AAG10151	(aslA) putative arylsulfatase [AslA (VF0238) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4473755	4475488	-	ibeC	1-1734/1734	===============	0/0	100.00	99.77	vfdb	WP_000556298	(ibeC) phosphoethanolamine transferase CptA [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4879589	4880191	+	fimB	1-603/603	===============	0/0	100.00	99.67	vfdb	WP_000790574	(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4880669	4881265	+	fimE	1-597/597	===============	0/0	100.00	99.33	vfdb	WP_000044711	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4881746	4882294	+	fimA	1-549/549	===============	0/0	100.00	91.44	vfdb	WP_000695571	(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4882359	4882898	+	fimI	1-540/540	===============	0/0	100.00	98.33	vfdb	WP_000824100	(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4882935	4883660	+	fimC	1-726/726	===============	0/0	100.00	98.76	vfdb	WP_000066579	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4883726	4886362	+	fimD	1-2637/2637	===============	0/0	100.00	98.44	vfdb	WP_000120946	(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4886372	4886902	+	fimF	1-531/531	===============	0/0	100.00	99.81	vfdb	WP_001244821	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4886915	4887418	+	fimG	1-504/504	===============	0/0	100.00	99.41	vfdb	WP_000872015	(fimG) FimG protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011601.1	4887438	4888340	+	fimH	1-903/903	===============	0/0	100.00	97.78	vfdb	WP_000832235	(fimH) FimH protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	2646	3227	+	bfpA	1-582/582	===============	0/0	100.00	100.00	vfdb	WP_000253757	(bfpA) major pilin structural unit bundlin [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	3274	3675	+	bfpG	1-402/402	===============	0/0	100.00	100.00	vfdb	WP_001261182	(bfpG) BFP biogenesis protein BfpG [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	3682	5340	+	bfpB	1-1659/1659	===============	0/0	100.00	100.00	vfdb	WP_000766020	(bfpB) BfpB secretin [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	5337	6545	+	bfpC	1-1209/1209	===============	0/0	100.00	100.00	vfdb	WP_000594644	(bfpC) BfpC bitopic inner membrane protein [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	6523	7017	+	bfpU	1-495/495	===============	0/0	100.00	100.00	vfdb	WP_000464849	(bfpU) periplasmic protein [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	7024	8631	+	bfpD	1-1608/1608	===============	0/0	100.00	100.00	vfdb	WP_012477166	(bfpD) assembly ATPase [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	8638	9696	+	bfpE	1-1059/1059	===============	0/0	100.00	100.00	vfdb	WP_000660204	(bfpE) BfpE polytopic inner membrane protein [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	9680	10675	+	bfpF	1-996/996	===============	0/0	100.00	100.00	vfdb	WP_001183608	(bfpF) retraction ATPase [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	10682	11431	+	bfpP	1-750/750	===============	0/0	100.00	100.00	vfdb	WP_001158204	(bfpP) prepilin peptidase BfpP [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	11413	11859	+	bfpH	1-447/447	===============	0/0	100.00	100.00	vfdb	WP_012477167	(bfpH) lipoprotein [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	11880	12425	+	bfpI	1-546/546	===============	0/0	100.00	100.00	vfdb	WP_000470346	(bfpI) minor pilin subunit BfpI [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	12422	12973	+	bfpJ	1-552/552	===============	0/0	100.00	100.00	vfdb	WP_000619594	(bfpJ) minor pilin subunit BfpJ [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	12963	13451	+	bfpK	1-489/489	===============	0/0	100.00	100.00	vfdb	WP_000575683	(bfpK) minor pilin subunit BfpK [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	13454	13903	+	bfpL	1-450/450	===============	0/0	100.00	100.00	vfdb	WP_000896065	(bfpL) BFP biogenesis protein BfpL [BFP (VF0174) - Adherence (VFC0001)] [Escherichia coli O127:H6 str. E2348/69]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	17176	18000	+	bfpT	1-825/825	===============	0/0	100.00	99.64	vfdb	BAA84859	(bfpT) BfpT [Per (VF0190) - Regulation (VFC0301)] [Escherichia coli B171]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	18048	18437	+	bfpV	1-390/390	===============	0/0	100.00	99.74	vfdb	BAA84860	(bfpV) BfpV [Per (VF0190) - Regulation (VFC0301)] [Escherichia coli B171]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	18487	18756	+	bfpW	1-270/270	===============	0/0	100.00	100.00	vfdb	BAA84861	(bfpW) BfpW [Per (VF0190) - Regulation (VFC0301)] [Escherichia coli B171]	
data/genomes/EPEC_Pathogen.fasta	NC_011603.1	67071	67675	-	AAA92657	1-606/606	========/======	1/1	99.83	98.68	vfdb	AAA92657	(AAA92657) unknown protein [TraJ (VF0241) - Invasion (VFC0083)] [Escherichia coli]	
data/genomes/K12_Reference.fasta	NC_000913.3	304497	305205	-	yagV/ecpE	1-709/711	===============	0/0	99.72	97.04	vfdb	WP_001301550	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/K12_Reference.fasta	NC_000913.3	305174	306817	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	99.09	vfdb	WP_001265657	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/K12_Reference.fasta	NC_000913.3	306807	309332	-	yagX/ecpC	1-2526/2526	===============	0/0	100.00	98.77	vfdb	WP_001131063	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/K12_Reference.fasta	NC_000913.3	309358	310026	-	yagY/ecpB	1-669/669	===============	0/0	100.00	98.06	vfdb	WP_000716386	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/K12_Reference.fasta	NC_000913.3	310084	310671	-	yagZ/ecpA	1-588/588	===============	0/0	100.00	99.15	vfdb	WP_000730972	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/K12_Reference.fasta	NC_000913.3	310746	311288	-	ykgK/ecpR	1-543/543	===============	0/0	100.00	97.24	vfdb	WP_000389022	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/K12_Reference.fasta	NC_000913.3	595600	596981	+	ibeB	1-1382/1383	===============	0/0	99.93	96.53	vfdb	WP_000074207	(ibeB) Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/K12_Reference.fasta	NC_000913.3	609459	610079	-	entD	1-621/621	===============	0/0	100.00	95.01	vfdb	WP_001375021	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	610254	612494	-	fepA	1-2241/2241	===============	0/0	100.00	96.70	vfdb	WP_001034892	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	612737	613939	+	fes	1-1203/1203	===============	0/0	100.00	96.67	vfdb	WP_000125846	(fes) enterobactin/ferric enterobactin esterase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	614157	618010	+	entF	1-3854/3882	===============	0/0	99.28	95.69	vfdb	WP_000077767	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	618254	619387	+	fepE	1-1134/1134	===============	0/0	100.00	94.53	vfdb	WP_000096764	(fepE) LPS O-antigen length regulator [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	619384	620199	-	fepC	1-816/816	===============	0/0	100.00	97.30	vfdb	WP_000140634	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	620196	621188	-	fepG	1-993/993	===============	0/0	100.00	94.06	vfdb	WP_000640938	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	621185	622189	-	fepD	1-1005/1005	===============	0/0	100.00	96.02	vfdb	WP_001443194	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	622300	623550	+	entS	1-1251/1251	===============	0/0	100.00	95.44	vfdb	WP_001041793	(entS) enterobactin exporter iron-regulated [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	623554	624510	-	fepB	1-957/957	===============	0/0	100.00	97.49	vfdb	WP_001234311	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	624885	626060	+	entC	1-1176/1176	===============	0/0	100.00	97.87	vfdb	WP_001336900	(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	626070	627680	+	entE	1-1611/1611	===============	0/0	100.00	95.47	vfdb	WP_000026784	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	627694	628551	+	entB	1-858/858	===============	0/0	100.00	98.14	vfdb	WP_001007140	(entB) isochorismatase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	628551	629297	+	entA	1-747/747	===============	0/0	100.00	95.72	vfdb	WP_000348393	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase EntA [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/K12_Reference.fasta	NC_000913.3	1019013	1020053	-	ompA	1-1041/1041	===============	0/0	100.00	98.08	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
data/genomes/K12_Reference.fasta	NC_000913.3	1100851	1101684	-	cgsG	1-834/834	===============	0/0	100.00	97.12	vfdb	WP_001189322	(cgsG) curli production assembly/transport protein CsgG [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
